RÉSUMÉ ÉTUDIANT
Code,6204
Année,6A
Type,2
Groupe,G2_03
Vacations Poly (total),49
Détail,normal:29 examen:1 rattrap:14 débord:5

Semaine,Période,lundi M,lundi AM,mardi M,mardi AM,mercredi M,mercredi AM,jeudi M,jeudi AM,vendredi M,vendredi AM
36,1,cours/indispo promo (C),cours/indispo promo (C),cours/indispo promo (C),cours/indispo promo (C),cours/indispo promo (C),cours/indispo promo (C),cours/indispo promo (C),cours/indispo promo (C),cours/indispo promo (C),cours/indispo promo (C)
37,1,cours/indispo promo (C),—,Poly 4/6 avec 4203,cours/indispo promo (C),—,—,—,cours/indispo promo (C),cours/indispo promo (C),—
38,1,cours/indispo promo (C),—,Poly 4/6 avec 4203,cours/indispo promo (C),—,—,—,cours/indispo promo (C),cours/indispo promo (C),—
39,1,—,—,Poly 4/6 avec 4203,cours/indispo promo (C),Poly 4/6 avec 4203,—,—,cours/indispo promo (C),—,—
40,1,—,—,Poly 4/6 avec 4203,—,—,—,—,—,—,—
41,1,—,—,Poly 4/6 avec 4203,—,—,—,—,—,—,—
42,1,—,—,Poly 4/6 avec 4203,—,—,—,—,—,—,—
43,1,—,—,Poly 4/6 avec 4203,—,Poly 4/6 avec 4203,—,—,—,—,—
44,1,—,—,Poly 4/6 avec 4203,—,—,—,—,—,—,—
45,2,—,—,—,Poly 4/6 avec 4203 (rattrap),Poly 4/6 avec 4203 (rattrap),—,Pédo-soin (PEDO-A3),—,—,—
46,2,—,—,—,—,cours/indispo promo (F),cours/indispo promo (F),Pédo-soin (PEDO-A3),—,—,—
47,2,—,—,—,Poly 4/6 avec 4203,—,—,Pédo-soin (PEDO-A3),—,—,—
48,2,—,—,—,Poly 4/6 avec 4203,—,—,Pédo-soin (PEDO-A3),—,—,—
49,2,—,—,—,Poly 4/6 avec 4203,Poly 4/6 avec 4203,—,Pédo-soin (PEDO-A3),—,—,—
50,2,—,—,Poly 6A seul,—,cours/indispo promo (E),cours/indispo promo (E),cours/indispo promo (ER),cours/indispo promo (ER),—,—
51,2,—,—,—,Poly 4/6 avec 4203,—,—,Pédo-soin (PEDO-A3),—,—,—
52,2,—,—,—,—,Poly 4/6 avec 4203 (rattrap),Poly 4/6 avec 4203 (rattrap),Pédo-soin (PEDO-A3),cours/indispo promo (F),cours/indispo promo (F),cours/indispo promo (F)
1,2,fermé,fermé,fermé,fermé,fermé,fermé,fermé,fermé,fermé,fermé
2,3,S,S,S,S,S,S,S,S,S,S
3,3,S,S,S,S,S,S,S,S,S,S
4,3,S,S,S,S,S,S,S,S,S,S
5,3,S,S,S,S,S,S,S,S,S,S
6,3,S,S,S,S,S,S,S,S,S,S
7,3,S,S,S,S,S,S,S,S,S,S
8,3,S,S,S,S,S,S,S,S,S,S
9,4,—,—,—,Poly 4/6 avec 4203 (rattrap),Poly 4/6 avec 4203 (rattrap),—,Pédo-soin (PEDO-B1),—,—,—
10,4,—,—,—,—,Poly 4/6 avec 4203 (rattrap),—,Pédo-soin (PEDO-B1),—,—,—
11,4,—,—,—,Poly 4/6 avec 4203 (rattrap),Poly 4/6 avec 4203 (rattrap),—,Pédo-soin (PEDO-B1),—,—,—
12,4,—,—,—,—,Poly 4/6 avec 4203 (rattrap),—,Pédo-soin (PEDO-B1),—,—,—
13,4,—,—,—,Poly 4/6 avec 4203 (rattrap),Poly 4/6 avec 4203 (rattrap),—,Pédo-soin (PEDO-B1),—,—,—
14,4,cours/indispo promo (F),cours/indispo promo (F),—,Poly 4/6 avec 4203 (examen),—,—,Pédo-soin (PEDO-B1),—,—,—
15,4,—,—,—,—,Poly 4/6 avec 4203 (rattrap),Poly 4/6 avec 4203 (rattrap),Pédo-soin (PEDO-B1),—,—,—
16,4,X,X,X,X,X,X,X,X,X,X
17,4,X,X,X,X,X,X,X,X,X,X
18,5,X,X,X,X,X,X,X,X,X,X
19,5,X,X,X,X,X,X,X,X,X,X
20,5,X,X,X,X,X,X,X,X,X,X
21,5,X,X,X,X,X,X,X,X,X,X
22,5,X,X,X,X,X,X,X,X,X,X
23,5,—,—,Poly 4/6 avec 4203,Poly 4/6 avec 4203 (débord),—,—,Pédo-soin (PEDO-56-jeuM),—,—,—
24,5,—,—,Poly 4/6 avec 4203,Poly 4/6 avec 4203 (débord),—,—,Pédo-soin (PEDO-56-jeuM),—,—,—
25,5,—,—,Poly 4/6 avec 4203,—,—,—,Pédo-soin (PEDO-56-jeuM),—,—,—
26,5,—,—,Poly 4/6 avec 4203,—,Poly 4/6 avec 4203,—,Pédo-soin (PEDO-56-jeuM),—,—,—
