RÉSUMÉ ÉTUDIANT
Code,4418
Année,4A
Type,4
Groupe,G4_15
Vacations Poly (total),51

Semaine,Période,lundi M,lundi AM,mardi M,mardi AM,mercredi M,mercredi AM,jeudi M,jeudi AM,vendredi M,vendredi AM
36,1,A INTERVENIR (CONFLIT (couplage)),A INTERVENIR (CONFLIT (couplage)),A INTERVENIR (CONFLIT (couplage)),A INTERVENIR (CONFLIT (couplage)),A INTERVENIR (CONFLIT (couplage)),A INTERVENIR (CONFLIT (couplage)),A INTERVENIR (CONFLIT (couplage)),A INTERVENIR (CONFLIT (couplage)),A INTERVENIR (CONFLIT (couplage)),A INTERVENIR (CONFLIT (couplage))
37,1,cours/indispo promo,—,—,cours/indispo promo,—,—,Poly 4/6 avec 6418,cours/indispo promo,cours/indispo promo,Poly 4/6 avec 6418
38,1,cours/indispo promo,—,—,cours/indispo promo,—,—,Poly 4/6 avec 6418,cours/indispo promo,cours/indispo promo,Poly 4/6 avec 6418
39,1,cours/indispo promo,—,—,cours/indispo promo,—,—,Poly 4/6 avec 6418,cours/indispo promo,cours/indispo promo,Poly 4/6 avec 6418
40,1,cours/indispo promo,—,—,cours/indispo promo,—,—,Poly 4/6 avec 6418,cours/indispo promo,cours/indispo promo,—
41,1,cours/indispo promo,—,—,cours/indispo promo,—,—,Poly 4/6 avec 6418,cours/indispo promo,cours/indispo promo,Poly 4/6 avec 6418
42,1,cours/indispo promo,—,—,cours/indispo promo,—,—,Poly 4/6 avec 6418,cours/indispo promo,cours/indispo promo,Poly 4/6 avec 6418
43,1,cours/indispo promo,—,—,cours/indispo promo,—,—,Poly 4/6 avec 6418,cours/indispo promo,cours/indispo promo,Poly 4/6 avec 6418
44,1,cours/indispo promo,—,—,cours/indispo promo,—,—,Poly 4/6 avec 6418,cours/indispo promo,cours/indispo promo,—
45,2,A INTERVENIR (CONFLIT (couplage)),A INTERVENIR (CONFLIT (couplage)),A INTERVENIR (CONFLIT (couplage)),A INTERVENIR (CONFLIT (couplage)),A INTERVENIR (CONFLIT (couplage)),A INTERVENIR (CONFLIT (couplage)),A INTERVENIR (CONFLIT (couplage)),A INTERVENIR (CONFLIT (couplage)),A INTERVENIR (CONFLIT (couplage)),A INTERVENIR (CONFLIT (couplage))
