RÉSUMÉ ÉTUDIANT
Code,5214
Année,5A
Type,2
Groupe,G2_55_07
Vacations Poly (total),91
Détail,normal:65 examen:4 rattrap:22 débord:0

Semaine,Période,lundi M,lundi AM,mardi M,mardi AM,mercredi M,mercredi AM,jeudi M,jeudi AM,vendredi M,vendredi AM
36,1,—,—,Poly 5/5 avec 5213 (rattrap),Poly 5/5 avec 5213 (rattrap),Pédo-soin (PEDO-A2) [remplissage],Urgences (5),—,—,—,—
37,1,—,cours/indispo promo (C),cours/indispo promo (C),Poly 5/5 avec 5213,—,Poly 5/5 avec 5213,cours/indispo promo (C),Urgences (5),—,—
38,1,—,cours/indispo promo (C),cours/indispo promo (C),Poly 5/5 avec 5213,—,Poly 5/5 avec 5213,cours/indispo promo (C),—,Urgences (5),—
39,1,—,cours/indispo promo (C),cours/indispo promo (C),Poly 5/5 avec 5213,—,Poly 5/5 avec 5213,cours/indispo promo (C),—,—,ODF
40,1,—,cours/indispo promo (C),cours/indispo promo (C),Poly 5/5 avec 5213,—,Poly 5/5 avec 5213,cours/indispo promo (C),Urgences (6/5),—,—
41,1,—,cours/indispo promo (C),cours/indispo promo (C),Poly 5/5 avec 5213,—,Poly 5/5 avec 5213,cours/indispo promo (C),—,—,—
42,1,—,cours/indispo promo (C),cours/indispo promo (C),Poly 5/5 avec 5213,—,Poly 5/5 avec 5213,cours/indispo promo (C),Urgences (6/5),—,—
43,1,—,cours/indispo promo (C),cours/indispo promo (C),Poly 5/5 avec 5213,—,Poly 5/5 avec 5213,cours/indispo promo (C),—,—,—
44,1,—,cours/indispo promo (C),cours/indispo promo (C),Poly 5/5 avec 5213,—,Poly 5/5 avec 5213,cours/indispo promo (C),Urgences (6/5),—,—
45,2,—,cours/indispo promo (C),Poly 5/5 avec 5213 (rattrap),—,cours/indispo promo (C),Poly 5/5 avec 5213 (rattrap),—,—,—,—
46,2,—,cours/indispo promo (C),Poly 5/5 avec 5213 (rattrap),Poly 5/5 avec 5213 (rattrap),cours/indispo promo (F),cours/indispo promo (F),—,Urgences (5),—,—
47,2,—,cours/indispo promo (C),Poly 5/5 avec 5213,—,cours/indispo promo (C),Poly 5/5 avec 5213,—,—,—,—
48,2,—,cours/indispo promo (C),Poly 5/5 avec 5213,—,cours/indispo promo (C),Poly 5/5 avec 5213,Urgences (5),—,—,—
49,2,—,cours/indispo promo (C),Poly 5/5 avec 5213,ODF,cours/indispo promo (C),Poly 5/5 avec 5213,—,—,—,—
50,2,—,cours/indispo promo (C),—,Poly 5/5 avec 5213,cours/indispo promo (C),Pédo-soin (PEDO-A1) [remplissage],Urgences (5/4),—,—,—
51,2,—,cours/indispo promo (C),Poly 5/5 avec 5213,—,cours/indispo promo (C),Poly 5/5 avec 5213,—,—,—,—
