RÉSUMÉ ÉTUDIANT
Code,5413
Année,5A
Type,4
Groupe,G4_55_07
Vacations Poly (total),58

Semaine,Période,lundi M,lundi AM,mardi M,mardi AM,mercredi M,mercredi AM,jeudi M,jeudi AM,vendredi M,vendredi AM
36,1,A INTERVENIR (CONFLIT (couplage)),A INTERVENIR (CONFLIT (couplage)),A INTERVENIR (CONFLIT (couplage)),A INTERVENIR (CONFLIT (couplage)),A INTERVENIR (CONFLIT (couplage)),A INTERVENIR (CONFLIT (couplage)),A INTERVENIR (CONFLIT (couplage)),A INTERVENIR (CONFLIT (couplage)),A INTERVENIR (CONFLIT (couplage)),A INTERVENIR (CONFLIT (couplage))
37,1,—,cours/indispo promo,cours/indispo promo,—,—,—,cours/indispo promo,Poly 5/5 avec 5414,Poly 5/5 avec 5414,—
38,1,—,cours/indispo promo,cours/indispo promo,—,—,—,cours/indispo promo,Poly 5/5 avec 5414,Poly 5/5 avec 5414,—
39,1,—,cours/indispo promo,cours/indispo promo,—,—,—,cours/indispo promo,Poly 5/5 avec 5414,Poly 5/5 avec 5414,—
40,1,—,cours/indispo promo,cours/indispo promo,—,—,—,cours/indispo promo,Poly 5/5 avec 5414,Poly 5/5 avec 5414,—
41,1,—,cours/indispo promo,cours/indispo promo,—,—,—,cours/indispo promo,Poly 5/5 avec 5414,Poly 5/5 avec 5414,—
42,1,—,cours/indispo promo,cours/indispo promo,—,—,—,cours/indispo promo,Poly 5/5 avec 5414,Poly 5/5 avec 5414,—
43,1,—,cours/indispo promo,cours/indispo promo,—,—,—,cours/indispo promo,Poly 5/5 avec 5414,Poly 5/5 avec 5414,—
44,1,—,cours/indispo promo,cours/indispo promo,—,—,—,cours/indispo promo,Poly 5/5 avec 5414,Poly 5/5 avec 5414,—
45,2,A INTERVENIR (CONFLIT (couplage)),A INTERVENIR (CONFLIT (couplage)),A INTERVENIR (CONFLIT (couplage)),A INTERVENIR (CONFLIT (couplage)),A INTERVENIR (CONFLIT (couplage)),A INTERVENIR (CONFLIT (couplage)),A INTERVENIR (CONFLIT (couplage)),A INTERVENIR (CONFLIT (couplage)),A INTERVENIR (CONFLIT (couplage)),A INTERVENIR (CONFLIT (couplage))
46,2,A INTERVENIR (JOUR BLOQUE),A INTERVENIR (JOUR BLOQUE),A INTERVENIR (JOUR BLOQUE),A INTERVENIR (JOUR BLOQUE),A INTERVENIR (JOUR BLOQUE),A INTERVENIR (JOUR BLOQUE),A INTERVENIR (JOUR BLOQUE),A INTERVENIR (JOUR BLOQUE),A INTERVENIR (JOUR BLOQUE),A INTERVENIR (JOUR BLOQUE)
47,2,—,cours/indispo promo,—,—,cours/indispo promo,—,—,Poly 5/5 avec 5414,—,Poly 5/5 avec 5414
48,2,—,cours/indispo promo,—,—,cours/indispo promo,—,—,Poly 5/5 avec 5414,—,Poly 5/5 avec 5414
49,2,—,cours/indispo promo,—,—,cours/indispo promo,—,—,Poly 5/5 avec 5414,—,Poly 5/5 avec 5414
50,2,A INTERVENIR (EXAMEN),A INTERVENIR (EXAMEN),A INTERVENIR (EXAMEN),A INTERVENIR (EXAMEN),A INTERVENIR (EXAMEN),A INTERVENIR (EXAMEN),A INTERVENIR (EXAMEN),A INTERVENIR (EXAMEN),A INTERVENIR (EXAMEN),Poly 5/5 avec 5414
51,2,—,cours/indispo promo,—,—,cours/indispo promo,—,—,Poly 5/5 avec 5414,—,Poly 5/5 avec 5414
52,2,A INTERVENIR (JOUR BLOQUE),A INTERVENIR (JOUR BLOQUE),A INTERVENIR (JOUR BLOQUE),A INTERVENIR (JOUR BLOQUE),A INTERVENIR (JOUR BLOQUE),A INTERVENIR (JOUR BLOQUE),A INTERVENIR (JOUR BLOQUE),A INTERVENIR (JOUR BLOQUE),A INTERVENIR (JOUR BLOQUE),A INTERVENIR (JOUR BLOQUE)
1,2,A INTERVENIR (VACANCES/FERMETURE),A INTERVENIR (VACANCES/FERMETURE),A INTERVENIR (VACANCES/FERMETURE),A INTERVENIR (VACANCES/FERMETURE),A INTERVENIR (VACANCES/FERMETURE),A INTERVENIR (VACANCES/FERMETURE),A INTERVENIR (VACANCES/FERMETURE),A INTERVENIR (VACANCES/FERMETURE),A INTERVENIR (VACANCES/FERMETURE),A INTERVENIR (VACANCES/FERMETURE)
2,3,A INTERVENIR (EXAMEN),A INTERVENIR (EXAMEN),A INTERVENIR (EXAMEN),A INTERVENIR (EXAMEN),A INTERVENIR (EXAMEN),A INTERVENIR (EXAMEN),Poly 5/5 avec 5414 (examen),Poly 5/5 avec 5414 (examen),A INTERVENIR (EXAMEN),A INTERVENIR (EXAMEN)
3,3,—,cours/indispo promo,—,—,—,—,cours/indispo promo,Poly 5/5 avec 5414,Poly 5/5 avec 5414,cours/indispo promo
4,3,—,cours/indispo promo,—,—,—,—,cours/indispo promo,Poly 5/5 avec 5414,Poly 5/5 avec 5414,cours/indispo promo
5,3,—,cours/indispo promo,—,—,—,—,cours/indispo promo,Poly 5/5 avec 5414,Poly 5/5 avec 5414,cours/indispo promo
